Iteração;Posição X1;Posição X2;Aptidão(fp)
1;3.4439094199132398;-8.5767241225720063;0.1035428147109951
2;3.4439094199132398;-8.5767241225720063;0.1035428147109951
3;3.4439094199132398;-8.5767241225720063;0.1035428147109951
4;-5.1458301190258648;7.4673980124704213;0.1768507684255130
5;0.0000000000000000;-3.0000000000000000;0.0284411129122505
6;0.0000000000000000;-3.0000000000000000;0.0284411129122505
7;0.0000000000000000;-3.0000000000000000;0.0284411129122505
8;0.0000000000000000;-3.0000000000000000;0.0284411129122505
9;0.0000000000000000;-3.0000000000000000;0.0284411129122505
10;0.0000000000000000;-3.0000000000000000;0.0284411129122505
11;0.0000000000000000;-3.0000000000000000;0.0284411129122505
12;0.0000000000000000;-3.0000000000000000;0.0284411129122505
13;0.0000000000000000;-3.0000000000000000;0.0284411129122505
14;0.0000000000000000;-3.0000000000000000;0.0284411129122505
15;-0.4937131655179210;-3.1387441769260649;0.0111963056918996
16;-0.4937131655179210;-3.1387441769260649;0.0111963056918996
17;-0.4937131655179210;-3.1387441769260649;0.0111963056918996
18;-0.4937131655179210;-3.1387441769260649;0.0111963056918996
19;-0.4937131655179210;-3.1387441769260649;0.0111963056918996
20;-0.4937131655179210;-3.1387441769260649;0.0111963056918996
