Iteração;Posição X1;Posição X2;Aptidão(fp)
1;-1.9431925408326256;-2.3347598536483396;0.0196774484639507
2;2.3608571130261939;5.4382806941072168;0.1458674045962373
3;2.3608571130261939;5.4382806941072168;0.1458674045962373
4;6.3237858212788227;6.9677488897818884;0.0782256524078763
5;-2.8979948868849843;1.1838203335706821;0.0097790596312960
6;-2.8979948868849843;1.1838203335706821;0.0097790596312960
7;-2.8979948868849843;1.1838203335706821;0.0097790596312960
8;-2.8979948868849843;1.1838203335706821;0.0097790596312960
9;-2.8979948868849843;1.1838203335706821;0.0097790596312960
10;-2.8979948868849843;1.1838203335706821;0.0097790596312960
11;-2.8979948868849843;1.1838203335706821;0.0097790596312960
12;-2.8979948868849843;1.1838203335706821;0.0097790596312960
13;-2.8979948868849843;1.1838203335706821;0.0097790596312960
14;-2.8979948868849843;1.1838203335706821;0.0097790596312960
15;-2.8979948868849843;1.1838203335706821;0.0097790596312960
16;-2.8979948868849843;1.1838203335706821;0.0097790596312960
17;-2.8979948868849843;1.1838203335706821;0.0097790596312960
18;-2.8979948868849843;1.1838203335706821;0.0097790596312960
19;-2.8979948868849843;1.1838203335706821;0.0097790596312960
20;-2.8979948868849843;1.1838203335706821;0.0097790596312960
