Iteração;Posição X1;Posição X2;Aptidão(fp)
1;-3.1350927727940530;0.8768894972118932;0.0230626797214406
2;-6.1622832541802710;-0.5661942293598052;0.0445386774255220
3;-6.1622832541802710;-0.5661942293598052;0.0445386774255220
4;2.0000000000000000;6.0000000000000000;0.0393033485815187
5;2.0000000000000000;6.0000000000000000;0.0393033485815187
6;2.0000000000000000;6.0000000000000000;0.0393033485815187
7;-1.1116214682345422;-2.9050771114412797;0.0104849024581724
8;-1.1116214682345422;-2.9050771114412797;0.0104849024581724
9;-1.1116214682345422;-2.9050771114412797;0.0104849024581724
10;-1.1116214682345422;-2.9050771114412797;0.0104849024581724
11;-1.1116214682345422;-2.9050771114412797;0.0104849024581724
12;-1.1116214682345422;-2.9050771114412797;0.0104849024581724
13;-1.1116214682345422;-2.9050771114412797;0.0104849024581724
14;-1.1116214682345422;-2.9050771114412797;0.0104849024581724
15;-1.1116214682345422;-2.9050771114412797;0.0104849024581724
16;-1.1116214682345422;-2.9050771114412797;0.0104849024581724
17;-1.1116214682345422;-2.9050771114412797;0.0104849024581724
18;-1.1116214682345422;-2.9050771114412797;0.0104849024581724
19;-1.1116214682345422;-2.9050771114412797;0.0104849024581724
20;-1.1116214682345422;-2.9050771114412797;0.0104849024581724
