Iteração;Posição X1;Posição X2;Aptidão(fp)
1;-1.5916968879953544;-5.3855879790615253;0.3900509867439085
2;-1.5916968879953544;-5.3855879790615253;0.3900509867439085
3;-1.5916968879953544;-5.3855879790615253;0.3900509867439085
4;-31.0000000000000000;-3.0000000000000000;0.3896426263022196
5;-31.0000000000000000;-3.0000000000000000;0.3896426263022196
6;-8.8252686809984997;-2.3031574324777591;0.1501858232611807
7;0.0000000000000000;-3.0000000000000000;0.0284411129122505
8;0.0000000000000000;-3.0000000000000000;0.0284411129122505
9;0.0000000000000000;-3.0000000000000000;0.0284411129122505
10;0.0000000000000000;-3.0000000000000000;0.0284411129122505
