Iteração;Posição X1;Posição X2;Aptidão(fp)
1;-0.6405356853362547;-3.0728655434890064;0.0097160916837905
2;2.8223777680695088;-1.4823551682573040;0.0121171914620009
3;-0.7079218461307155;-3.0580609998661754;0.0097161056430401
4;-0.7079218461307155;-3.0580609998661754;0.0097161056430401
5;-0.6117687155668434;-3.0827327150707995;0.0097346067759869
6;0.7098651857021301;-3.0684937258058929;0.0098357196918555
7;-0.6357285561768532;-3.0758972098483914;0.0097216667302671
8;-0.6357285561768532;-3.0758972098483914;0.0097216667302671
9;-0.6357285561768532;-3.0758972098483914;0.0097216667302671
10;-0.6357285561768532;-3.0758972098483914;0.0097216667302671
11;-0.7766956378459178;-3.0415801845850976;0.0097163875145888
12;-0.7766956378459178;-3.0415801845850976;0.0097163875145888
13;-0.0092904619438275;-0.0142805088315378;0.0002905076128853
14;-0.0092904619438275;-0.0142805088315378;0.0002905076128853
15;-0.7766956378459178;-3.0415801845850976;0.0097163875145888
16;-0.7766956378459178;-3.0415801845850976;0.0097163875145888
17;-0.7766956378459178;-3.0415801845850976;0.0097163875145888
18;-0.7766956378459178;-3.0415801845850976;0.0097163875145888
19;-0.7766956378459178;-3.0415801845850976;0.0097163875145888
20;-0.7766956378459178;-3.0415801845850976;0.0097163875145888
21;-0.7766956378459178;-3.0415801845850976;0.0097163875145888
22;-0.7766956378459178;-3.0415801845850976;0.0097163875145888
23;-0.7766956378459178;-3.0415801845850976;0.0097163875145888
24;-0.7766956378459178;-3.0415801845850976;0.0097163875145888
25;-0.7766956378459178;-3.0415801845850976;0.0097163875145888
26;-0.7766956378459178;-3.0415801845850976;0.0097163875145888
27;-0.7766956378459178;-3.0415801845850976;0.0097163875145888
28;-0.7766956378459178;-3.0415801845850976;0.0097163875145888
29;-0.7766956378459178;-3.0415801845850976;0.0097163875145888
30;-0.7766956378459178;-3.0415801845850976;0.0097163875145888
31;-0.0155399596991350;-0.0384072924640075;0.0017173391520906
32;-0.0155399596991350;-0.0384072924640075;0.0017173391520906
33;-0.6389738990740023;-3.0731507635135911;0.0097160601631231
34;-0.6389738990740023;-3.0731507635135911;0.0097160601631231
35;-0.6389738990740023;-3.0731507635135911;0.0097160601631231
36;-0.0074074852411319;0.0049728383727439;0.0000796774343279
37;-0.6389738990740023;-3.0731507635135911;0.0097160601631231
38;-0.6405356853362547;-3.0728655434890064;0.0097160916837905
39;-0.6405356853362547;-3.0728655434890064;0.0097160916837905
40;-0.6389738990740023;-3.0731507635135911;0.0097160601631231
41;-0.6362270342739424;-3.0734669958169358;0.0097159299319795
42;-0.6362270342739424;-3.0734669958169358;0.0097159299319795
43;-0.0092904619438275;-0.0142805088315378;0.0002905076128853
44;-0.0092904619438275;-0.0142805088315378;0.0002905076128853
45;-0.0155399596991350;-0.0384072924640075;0.0017173391520906
46;-0.0092904619438275;-0.0142805088315378;0.0002905076128853
47;-0.0074074852411319;0.0049728383727439;0.0000796774343279
48;-0.0074074852411319;0.0049728383727439;0.0000796774343279
49;-0.0074074852411319;0.0049728383727439;0.0000796774343279
50;-0.0074074852411319;0.0049728383727439;0.0000796774343279

Melhor gBest:
Iteração: 36; Posição X1: -0.0074074852411319; Posição X2: 0.0049728383727439; Aptidão(fp): 0.0000796774343279

Média(fp): 0.0073812949964575
Desvio Padrão(fp): 0.0040833000887204
