Iteração;Posição X1;Posição X2;Aptidão(fp)
1;-0.0000007757400550;0.0000001566425351;0.0000000000006270
2;3.0548625559148790;0.6885096278853302;0.0097639346252619
3;0.0000000786122290;-0.0000000790640656;0.0000000000000124
4;0.0000000786122290;-0.0000000790640656;0.0000000000000124
5;0.0000000786122290;-0.0000000790640656;0.0000000000000124
6;-3.0893752784281467;-0.2309183782758657;0.0113248872434584
7;-0.0000719524773810;-0.0000405592183129;0.0000000068290313
8;-0.0000719524773810;-0.0000405592183129;0.0000000068290313
9;-0.0000719524773810;-0.0000405592183129;0.0000000068290313
10;-0.0000719524773810;-0.0000405592183129;0.0000000068290313
11;-0.0000719524773810;-0.0000405592183129;0.0000000068290313
12;-0.0000719524773810;-0.0000405592183129;0.0000000068290313
13;-0.0000719524773810;-0.0000405592183129;0.0000000068290313
14;-0.0000719524773810;-0.0000405592183129;0.0000000068290313
15;-0.0000719524773810;-0.0000405592183129;0.0000000068290313
16;-0.0000719524773810;-0.0000405592183129;0.0000000068290313
17;-0.0000719524773810;-0.0000405592183129;0.0000000068290313
18;-0.0000719524773810;-0.0000405592183129;0.0000000068290313
19;2.9681819201879662;1.0198536422904567;0.0097159102266755
20;2.9681819201879662;1.0198536422904567;0.0097159102266755
21;2.9681819201879662;1.0198536422904567;0.0097159102266755
22;2.9681819201879662;1.0198536422904567;0.0097159102266755
23;2.9681819201879662;1.0198536422904567;0.0097159102266755
24;2.9681819201879662;1.0198536422904567;0.0097159102266755
25;2.9681819201879662;1.0198536422904567;0.0097159102266755
26;2.9681819201879662;1.0198536422904567;0.0097159102266755
27;-0.0000000080353581;0.0000000023981871;0.0000000000000001
28;-0.0000000080353581;0.0000000023981871;0.0000000000000001
29;-0.0000000080353581;0.0000000023981871;0.0000000000000001
30;-0.0000000080353581;0.0000000023981871;0.0000000000000001
31;0.0000000377686998;-0.0000000359573027;0.0000000000000027
32;0.0000000377686998;-0.0000000359573027;0.0000000000000027
33;0.0000000377686998;-0.0000000359573027;0.0000000000000027
