Iteração;Posição X1;Posição X2;Aptidão(fp)
1;-0.9590530766072547;2.9938080143649146;0.0097423119657937
2;-1.6039589247110726;-6.0365520852161918;0.0381224428646204
3;-0.4242148749791959;-3.0754417602760364;0.0108453805152915
4;-2.1402922769609791;2.2260681026432323;0.0122087466144205
5;0.8203323799968700;-3.0478874504971856;0.0100292074981498
6;3.1144986152540870;-0.4553902039324598;0.0097977290091135
7;3.1144986152540870;-0.4553902039324598;0.0097977290091135
8;3.1144986152540870;-0.4553902039324598;0.0097977290091135
9;3.1144986152540870;-0.4553902039324598;0.0097977290091135
10;3.1144986152540870;-0.4553902039324598;0.0097977290091135
11;3.1144986152540870;-0.4553902039324598;0.0097977290091135
12;3.1144986152540870;-0.4553902039324598;0.0097977290091135
13;3.1144986152540870;-0.4553902039324598;0.0097977290091135
14;3.1144986152540870;-0.4553902039324598;0.0097977290091135
15;2.7854227473836843;1.4268034380099444;0.0097935322430544
16;2.7854227473836843;1.4268034380099444;0.0097935322430544
17;2.7854227473836843;1.4268034380099444;0.0097935322430544
18;2.7854227473836843;1.4268034380099444;0.0097935322430544
19;2.7854227473836843;1.4268034380099444;0.0097935322430544
20;2.7854227473836843;1.4268034380099444;0.0097935322430544
21;2.7854227473836843;1.4268034380099444;0.0097935322430544
22;2.7854227473836843;1.4268034380099444;0.0097935322430544
23;2.7854227473836843;1.4268034380099444;0.0097935322430544
24;2.7854227473836843;1.4268034380099444;0.0097935322430544
25;2.7854227473836843;1.4268034380099444;0.0097935322430544
26;2.7854227473836843;1.4268034380099444;0.0097935322430544
27;2.7854227473836843;1.4268034380099444;0.0097935322430544
28;2.7814938453922196;1.4700002704438599;0.0097720303143166
29;2.7814938453922196;1.4700002704438599;0.0097720303143166
30;2.7814938453922196;1.4700002704438599;0.0097720303143166
31;2.7814938453922196;1.4700002704438599;0.0097720303143166
32;2.7814938453922196;1.4700002704438599;0.0097720303143166
33;2.7814938453922196;1.4700002704438599;0.0097720303143166
34;2.7814938453922196;1.4700002704438599;0.0097720303143166
35;2.7814938453922196;1.4700002704438599;0.0097720303143166
36;2.9795824937717730;0.9929383454277019;0.0097206174765037
37;2.9795824937717730;0.9929383454277019;0.0097206174765037
38;-0.0312391239213241;0.0790029588183737;0.0072071170271917
39;-0.0312391239213241;0.0790029588183737;0.0072071170271917
40;-0.0312391239213241;0.0790029588183737;0.0072071170271917
41;-0.0312391239213241;0.0790029588183737;0.0072071170271917
42;-0.0312391239213241;0.0790029588183737;0.0072071170271917
43;-0.0312391239213241;0.0790029588183737;0.0072071170271917
44;-0.0312391239213241;0.0790029588183737;0.0072071170271917
45;-0.0312391239213241;0.0790029588183737;0.0072071170271917
46;-0.0312391239213241;0.0790029588183737;0.0072071170271917
47;-0.0312391239213241;0.0790029588183737;0.0072071170271917
48;-0.0312391239213241;0.0790029588183737;0.0072071170271917
49;-0.0312391239213241;0.0790029588183737;0.0072071170271917
50;-0.0312391239213241;0.0790029588183737;0.0072071170271917
51;-0.0312391239213241;0.0790029588183737;0.0072071170271917
52;-0.0312391239213241;0.0790029588183737;0.0072071170271917
53;-0.0312391239213241;0.0790029588183737;0.0072071170271917
54;-0.0312391239213241;0.0790029588183737;0.0072071170271917
55;-0.0312391239213241;0.0790029588183737;0.0072071170271917
56;-0.0312391239213241;0.0790029588183737;0.0072071170271917
57;-0.0210625622601768;-0.0286668962431105;0.0012661510133882
58;-0.0210625622601768;-0.0286668962431105;0.0012661510133882
59;0.0114881609759387;0.0064948242832283;0.0001743245745567
60;0.0114881609759387;0.0064948242832283;0.0001743245745567
61;0.0114881609759387;0.0064948242832283;0.0001743245745567
62;0.0114881609759387;0.0064948242832283;0.0001743245745567
63;0.0114881609759387;0.0064948242832283;0.0001743245745567
64;0.0114881609759387;0.0064948242832283;0.0001743245745567
65;0.0114881609759387;0.0064948242832283;0.0001743245745567
66;0.0114881609759387;0.0064948242832283;0.0001743245745567
67;0.0114881609759387;0.0064948242832283;0.0001743245745567
68;0.0114881609759387;0.0064948242832283;0.0001743245745567
69;0.0114881609759387;0.0064948242832283;0.0001743245745567
70;0.0114881609759387;0.0064948242832283;0.0001743245745567
71;0.0114881609759387;0.0064948242832283;0.0001743245745567
72;0.0114881609759387;0.0064948242832283;0.0001743245745567
73;0.0114881609759387;0.0064948242832283;0.0001743245745567
74;0.0114881609759387;0.0064948242832283;0.0001743245745567
75;0.0114881609759387;0.0064948242832283;0.0001743245745567
76;0.0114881609759387;0.0064948242832283;0.0001743245745567
77;0.0114881609759387;0.0064948242832283;0.0001743245745567
78;0.0114881609759387;0.0064948242832283;0.0001743245745567
79;0.0114881609759387;0.0064948242832283;0.0001743245745567
80;0.0114881609759387;0.0064948242832283;0.0001743245745567
81;0.0114881609759387;0.0064948242832283;0.0001743245745567
82;0.0114881609759387;0.0064948242832283;0.0001743245745567
83;0.0114881609759387;0.0064948242832283;0.0001743245745567
84;0.0114881609759387;0.0064948242832283;0.0001743245745567
85;0.0114881609759387;0.0064948242832283;0.0001743245745567
86;0.0114881609759387;0.0064948242832283;0.0001743245745567
87;0.0114881609759387;0.0064948242832283;0.0001743245745567
88;0.0114881609759387;0.0064948242832283;0.0001743245745567
89;0.0114881609759387;0.0064948242832283;0.0001743245745567
90;0.0114881609759387;0.0064948242832283;0.0001743245745567
91;0.0114881609759387;0.0064948242832283;0.0001743245745567
92;0.0114881609759387;0.0064948242832283;0.0001743245745567
93;0.0114881609759387;0.0064948242832283;0.0001743245745567
94;0.0114881609759387;0.0064948242832283;0.0001743245745567
95;0.0114881609759387;0.0064948242832283;0.0001743245745567
96;0.0114881609759387;0.0064948242832283;0.0001743245745567
97;0.0114881609759387;0.0064948242832283;0.0001743245745567
