Iteração;Posição X1;Posição X2;Aptidão(fp)
1;-1.0000000000000000;3.0000000000000000;0.0102713542559899
2;-1.0000000000000000;3.0000000000000000;0.0102713542559899
3;-1.0000000000000000;3.0000000000000000;0.0102713542559899
4;-1.0000000000000000;3.0000000000000000;0.0102713542559899
5;-1.0000000000000000;3.0000000000000000;0.0102713542559899
6;0.0092251559337573;-0.0026299490450825;0.0000921093146345
7;0.0092251559337573;-0.0026299490450825;0.0000921093146345
8;0.0092251559337573;-0.0026299490450825;0.0000921093146345
9;0.0090483426614143;0.0079399880375522;0.0001450537887670
10;0.0090483426614143;0.0079399880375522;0.0001450537887670
11;0.0090483426614143;0.0079399880375522;0.0001450537887670
12;0.0090483426614143;0.0079399880375522;0.0001450537887670
13;0.0090483426614143;0.0079399880375522;0.0001450537887670
14;0.0168025479035968;0.0105463409047540;0.0003938925387645
15;0.0168025479035968;0.0105463409047540;0.0003938925387645
16;0.0168025479035968;0.0105463409047540;0.0003938925387645
17;0.0005214271606458;0.0010919670373341;0.0000014657418538
18;-0.0024343546027090;0.0021587764301694;0.0000105969468237
19;-0.0024343546027090;0.0021587764301694;0.0000105969468237
20;0.0168025479035968;0.0105463409047540;0.0003938925387645
21;0.0017036401016262;0.0127953529663967;0.0001667807607602
22;-0.0024343546027090;0.0021587764301694;0.0000105969468237
23;-0.0024343546027090;0.0021587764301694;0.0000105969468237
24;0.0005214271606458;0.0010919670373341;0.0000014657418538
25;0.0005392601824172;0.0021441042677130;0.0000048928646278
26;0.0012532886719610;0.0013334840575606;0.0000033522573785
27;0.0012532886719610;0.0013334840575606;0.0000033522573785
28;-0.0007422075537040;-0.0010082905379536;0.0000015690885596
29;-0.0002254093796961;-0.0008464997861328;0.0000007681384502
30;-0.0002254093796961;-0.0008464997861328;0.0000007681384502

Melhor gBest:
Iteração: 29; Posição X1: -0.0002254093796961; Posição X2: -0.0008464997861328; Aptidão(fp): 0.0000007681384502

Média(fp): 0.0018053580366451
Desvio Padrão(fp): 0.0037881554091558
